customer_id,customer_name,email,city,state
151,Customer_151,customer151@gmail.com,Bengaluru,Karnataka
152,Customer_152,customer152@gmail.com,Jaipur,Rajasthan
153,Customer_153,customer153@gmail.com,Jaipur,Rajasthan
154,Customer_154,customer154@gmail.com,Pune,Maharashtra
155,Customer_155,customer155@gmail.com,Lucknow,Uttar Pradesh
156,Customer_156,customer156@gmail.com,Kolkata,West Bengal
157,Customer_157,customer157@gmail.com,Surat,Gujarat
158,Customer_158,customer158@gmail.com,Pune,Maharashtra
159,Customer_159,customer159@gmail.com,Mumbai,Maharashtra
160,Customer_160,customer160@gmail.com,Kolkata,West Bengal
161,Customer_161,customer161@gmail.com,Chennai,Tamil Nadu
162,Customer_162,customer162@gmail.com,Hyderabad,Telangana
163,Customer_163,customer163@gmail.com,Pune,Maharashtra
164,Customer_164,customer164@gmail.com,Hyderabad,Telangana
165,Customer_165,customer165@gmail.com,Lucknow,Uttar Pradesh
166,Customer_166,customer166@gmail.com,Mumbai,Maharashtra
167,Customer_167,customer167@gmail.com,Mumbai,Maharashtra
168,Customer_168,customer168@gmail.com,Surat,Gujarat
169,Customer_169,customer169@gmail.com,Mumbai,Maharashtra
170,Customer_170,customer170@gmail.com,Jaipur,Rajasthan
171,Customer_171,customer171@gmail.com,Bengaluru,Karnataka
172,Customer_172,customer172@gmail.com,Bengaluru,Karnataka
173,Customer_173,customer173@gmail.com,Surat,Gujarat
174,Customer_174,customer174@gmail.com,Jaipur,Rajasthan
175,Customer_175,customer175@gmail.com,Bengaluru,Karnataka
176,Customer_176,customer176@gmail.com,Chennai,Tamil Nadu
177,Customer_177,customer177@gmail.com,Jaipur,Rajasthan
178,Customer_178,customer178@gmail.com,Lucknow,Uttar Pradesh
179,Customer_179,customer179@gmail.com,Ahmedabad,Gujarat
180,Customer_180,customer180@gmail.com,Hyderabad,Telangana
181,Customer_181,customer181@gmail.com,Jaipur,Rajasthan
182,Customer_182,customer182@gmail.com,Hyderabad,Telangana
183,Customer_183,customer183@gmail.com,Chennai,Tamil Nadu
184,Customer_184,customer184@gmail.com,Ahmedabad,Gujarat
185,Customer_185,customer185@gmail.com,Kolkata,West Bengal
186,Customer_186,customer186@gmail.com,Surat,Gujarat
187,Customer_187,customer187@gmail.com,Jaipur,Rajasthan
188,Customer_188,customer188@gmail.com,Surat,Gujarat
189,Customer_189,customer189@gmail.com,Mumbai,Maharashtra
190,Customer_190,customer190@gmail.com,Hyderabad,Telangana
191,Customer_191,customer191@gmail.com,Hyderabad,Telangana
192,Customer_192,customer192@gmail.com,Mumbai,Maharashtra
193,Customer_193,customer193@gmail.com,Kolkata,West Bengal
194,Customer_194,customer194@gmail.com,Pune,Maharashtra
195,Customer_195,customer195@gmail.com,Lucknow,Uttar Pradesh
196,Customer_196,customer196@gmail.com,Jaipur,Rajasthan
197,Customer_197,customer197@gmail.com,Hyderabad,Telangana
198,Customer_198,customer198@gmail.com,Lucknow,Uttar Pradesh
199,Customer_199,customer199@gmail.com,Hyderabad,Telangana
200,Customer_200,customer200@gmail.com,Pune,Maharashtra
201,Customer_201,customer201@gmail.com,Mumbai,Maharashtra
202,Customer_202,customer202@gmail.com,Pune,Maharashtra
203,Customer_203,customer203@gmail.com,Hyderabad,Telangana
204,Customer_204,customer204@gmail.com,Mumbai,Maharashtra
205,Customer_205,customer205@gmail.com,Pune,Maharashtra
206,Customer_206,customer206@gmail.com,Kolkata,West Bengal
207,Customer_207,customer207@gmail.com,Mumbai,Maharashtra
208,Customer_208,customer208@gmail.com,Jaipur,Rajasthan
209,Customer_209,customer209@gmail.com,Hyderabad,Telangana
210,Customer_210,customer210@gmail.com,Chennai,Tamil Nadu
211,Customer_211,customer211@gmail.com,Surat,Gujarat
212,Customer_212,customer212@gmail.com,Hyderabad,Telangana
213,Customer_213,customer213@gmail.com,Jaipur,Rajasthan
214,Customer_214,customer214@gmail.com,Bengaluru,Karnataka
215,Customer_215,customer215@gmail.com,Lucknow,Uttar Pradesh
216,Customer_216,customer216@gmail.com,Lucknow,Uttar Pradesh
217,Customer_217,customer217@gmail.com,Surat,Gujarat
218,Customer_218,customer218@gmail.com,Hyderabad,Telangana
219,Customer_219,customer219@gmail.com,Surat,Gujarat
220,Customer_220,customer220@gmail.com,Ahmedabad,Gujarat
221,Customer_221,customer221@gmail.com,Hyderabad,Telangana
222,Customer_222,customer222@gmail.com,Mumbai,Maharashtra
223,Customer_223,customer223@gmail.com,Mumbai,Maharashtra
224,Customer_224,customer224@gmail.com,Ahmedabad,Gujarat
225,Customer_225,customer225@gmail.com,Kolkata,West Bengal
226,Customer_226,customer226@gmail.com,Ahmedabad,Gujarat
227,Customer_227,customer227@gmail.com,Ahmedabad,Gujarat
228,Customer_228,customer228@gmail.com,Surat,Gujarat
229,Customer_229,customer229@gmail.com,Pune,Maharashtra
230,Customer_230,customer230@gmail.com,Mumbai,Maharashtra
231,Customer_231,customer231@gmail.com,Pune,Maharashtra
232,Customer_232,customer232@gmail.com,Ahmedabad,Gujarat
233,Customer_233,customer233@gmail.com,Kolkata,West Bengal
234,Customer_234,customer234@gmail.com,Mumbai,Maharashtra
235,Customer_235,customer235@gmail.com,Hyderabad,Telangana
236,Customer_236,customer236@gmail.com,Hyderabad,Telangana
237,Customer_237,customer237@gmail.com,Hyderabad,Telangana
238,Customer_238,customer238@gmail.com,Jaipur,Rajasthan
239,Customer_239,customer239@gmail.com,Surat,Gujarat
240,Customer_240,customer240@gmail.com,Bengaluru,Karnataka
241,Customer_241,customer241@gmail.com,Ahmedabad,Gujarat
242,Customer_242,customer242@gmail.com,Bengaluru,Karnataka
243,Customer_243,customer243@gmail.com,Chennai,Tamil Nadu
244,Customer_244,customer244@gmail.com,Surat,Gujarat
245,Customer_245,customer245@gmail.com,Hyderabad,Telangana
246,Customer_246,customer246@gmail.com,Mumbai,Maharashtra
247,Customer_247,customer247@gmail.com,Surat,Gujarat
248,Customer_248,customer248@gmail.com,Jaipur,Rajasthan
249,Customer_249,customer249@gmail.com,Mumbai,Maharashtra
250,Customer_250,customer250@gmail.com,Pune,Maharashtra
251,Customer_251,customer251@gmail.com,Jaipur,Rajasthan
252,Customer_252,customer252@gmail.com,Pune,Maharashtra
253,Customer_253,customer253@gmail.com,Mumbai,Maharashtra
254,Customer_254,customer254@gmail.com,Hyderabad,Telangana
255,Customer_255,customer255@gmail.com,Bengaluru,Karnataka
256,Customer_256,customer256@gmail.com,Ahmedabad,Gujarat
257,Customer_257,customer257@gmail.com,Surat,Gujarat
258,Customer_258,customer258@gmail.com,Surat,Gujarat
259,Customer_259,customer259@gmail.com,Hyderabad,Telangana
260,Customer_260,customer260@gmail.com,Ahmedabad,Gujarat
261,Customer_261,customer261@gmail.com,Pune,Maharashtra
262,Customer_262,customer262@gmail.com,Bengaluru,Karnataka
263,Customer_263,customer263@gmail.com,Ahmedabad,Gujarat
264,Customer_264,customer264@gmail.com,Pune,Maharashtra
265,Customer_265,customer265@gmail.com,Ahmedabad,Gujarat
266,Customer_266,customer266@gmail.com,Chennai,Tamil Nadu
267,Customer_267,customer267@gmail.com,Surat,Gujarat
268,Customer_268,customer268@gmail.com,Chennai,Tamil Nadu
269,Customer_269,customer269@gmail.com,Ahmedabad,Gujarat
270,Customer_270,customer270@gmail.com,Jaipur,Rajasthan
271,Customer_271,customer271@gmail.com,Surat,Gujarat
272,Customer_272,customer272@gmail.com,Bengaluru,Karnataka
273,Customer_273,customer273@gmail.com,Hyderabad,Telangana
274,Customer_274,customer274@gmail.com,Chennai,Tamil Nadu
275,Customer_275,customer275@gmail.com,Hyderabad,Telangana
276,Customer_276,customer276@gmail.com,Pune,Maharashtra
277,Customer_277,customer277@gmail.com,Lucknow,Uttar Pradesh
278,Customer_278,customer278@gmail.com,Jaipur,Rajasthan
279,Customer_279,customer279@gmail.com,Pune,Maharashtra
280,Customer_280,customer280@gmail.com,Kolkata,West Bengal
281,Customer_281,customer281@gmail.com,Pune,Maharashtra
282,Customer_282,customer282@gmail.com,Pune,Maharashtra
283,Customer_283,customer283@gmail.com,Lucknow,Uttar Pradesh
284,Customer_284,customer284@gmail.com,Surat,Gujarat
285,Customer_285,customer285@gmail.com,Jaipur,Rajasthan
286,Customer_286,customer286@gmail.com,Jaipur,Rajasthan
287,Customer_287,customer287@gmail.com,Bengaluru,Karnataka
288,Customer_288,customer288@gmail.com,Pune,Maharashtra
289,Customer_289,customer289@gmail.com,Jaipur,Rajasthan
290,Customer_290,customer290@gmail.com,Mumbai,Maharashtra
291,Customer_291,customer291@gmail.com,Bengaluru,Karnataka
292,Customer_292,customer292@gmail.com,Mumbai,Maharashtra
293,Customer_293,customer293@gmail.com,Lucknow,Uttar Pradesh
294,Customer_294,customer294@gmail.com,Mumbai,Maharashtra
295,Customer_295,customer295@gmail.com,Hyderabad,Telangana
296,Customer_296,customer296@gmail.com,Ahmedabad,Gujarat
297,Customer_297,customer297@gmail.com,Mumbai,Maharashtra
298,Customer_298,customer298@gmail.com,Lucknow,Uttar Pradesh
299,Customer_299,customer299@gmail.com,Hyderabad,Telangana
300,Customer_300,customer300@gmail.com,Lucknow,Uttar Pradesh
